Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
EK,Livestock Patterns,100,India,7211,Share in total livestock,946,Buffaloes,2003,2003,% of total LSU,29.09,Fc,Calculated data
EK,Livestock Patterns,100,India,5118,Stocks,946,Buffaloes,2003,2003,Livestock units (LSU),48961000,Fc,Calculated data
EK,Livestock Patterns,100,India,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.51,Fc,Calculated data
EK,Livestock Patterns,100,India,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,55.01,Fc,Calculated data
EK,Livestock Patterns,100,India,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),92590496,Fc,Calculated data
EK,Livestock Patterns,100,India,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,100,India,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,2.72,Fc,Calculated data
EK,Livestock Patterns,100,India,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),4573990,Fc,Calculated data
EK,Livestock Patterns,100,India,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.07,Fc,Calculated data
EK,Livestock Patterns,100,India,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,7.39,Fc,Calculated data
EK,Livestock Patterns,100,India,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),12435800,Fc,Calculated data
EK,Livestock Patterns,100,India,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,100,India,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.29,Fc,Calculated data
EK,Livestock Patterns,100,India,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),488150,Fc,Calculated data
EK,Livestock Patterns,100,India,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,100,India,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,0.06,Fc,Calculated data
EK,Livestock Patterns,100,India,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),105600,Fc,Calculated data
EK,Livestock Patterns,100,India,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,100,India,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,1.61,Fc,Calculated data
EK,Livestock Patterns,100,India,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),2703800,Fc,Calculated data
EK,Livestock Patterns,100,India,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,100,India,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,3.65,Fc,Calculated data
EK,Livestock Patterns,100,India,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),6146900,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,7213,Livestock units per agricultural land area,946,Buffaloes,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,7211,Share in total livestock,946,Buffaloes,2003,2003,% of total LSU,7.04,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,5118,Stocks,946,Buffaloes,2003,2003,Livestock units (LSU),1721603.8,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.13,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,27.92,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),6827665,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.24,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,49.25,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),12043100,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,5.2,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),1272210,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,1.1,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),268243.3,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,6.29,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),1537633.75,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,3.19,Fc,Calculated data
EK,Livestock Patterns,101,Indonesia,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),781070.2,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,4.33,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),800000,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7213,Livestock units per agricultural land area,946,Buffaloes,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7211,Share in total livestock,946,Buffaloes,2003,2003,% of total LSU,1.48,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),5118,Stocks,946,Buffaloes,2003,2003,Livestock units (LSU),274400,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7213,Livestock units per agricultural land area,1126,Camels,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7211,Share in total livestock,1126,Camels,2003,2003,% of total LSU,0.6,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),5118,Stocks,1126,Camels,2003,2003,Livestock units (LSU),111000,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.08,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,28.53,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),5274500,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.06,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,22.18,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),4100000,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.04,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,13.89,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),2567900,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.32,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),60000,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,0.57,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),105000,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.08,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,28.1,Fc,Calculated data
EK,Livestock Patterns,102,Iran (Islamic Republic of),5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),5195900,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,8.5,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),190000,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7213,Livestock units per agricultural land area,946,Buffaloes,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7211,Share in total livestock,946,Buffaloes,2003,2003,% of total LSU,3.6,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,5118,Stocks,946,Buffaloes,2003,2003,Livestock units (LSU),80500,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7213,Livestock units per agricultural land area,1126,Camels,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7211,Share in total livestock,1126,Camels,2003,2003,% of total LSU,0.23,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,5118,Stocks,1126,Camels,2003,2003,Livestock units (LSU),5250,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.11,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,44.62,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),997500,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,10.74,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),240000,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,3.2,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),71500,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.84,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),18800,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,0.3,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),6600,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.07,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,27.98,Fc,Calculated data
EK,Livestock Patterns,103,Iraq,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),625500,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,0.03,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),2600,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,1.44,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,82.97,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),6299550,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.03,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,1.68,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),127380,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,0.01,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),760,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.6,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),45760,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,0,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),360,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.1,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,5.68,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),431550,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.16,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,9.02,Fc,Calculated data
EK,Livestock Patterns,104,Ireland,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),684890,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,0.41,Fc,Calculated data
EK,Livestock Patterns,105,Israel,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),2500,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.39,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,35.64,Fc,Calculated data
EK,Livestock Patterns,105,Israel,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),216000,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.55,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,49.58,Fc,Calculated data
EK,Livestock Patterns,105,Israel,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),300520,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,1.24,Fc,Calculated data
EK,Livestock Patterns,105,Israel,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),7500,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.43,Fc,Calculated data
EK,Livestock Patterns,105,Israel,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),2600,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,0.16,Fc,Calculated data
EK,Livestock Patterns,105,Israel,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),960,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.07,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,5.94,Fc,Calculated data
EK,Livestock Patterns,105,Israel,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),36000,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.07,Fc,Calculated data
EK,Livestock Patterns,105,Israel,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,6.6,Fc,Calculated data
EK,Livestock Patterns,105,Israel,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),40000,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,0.11,Fc,Calculated data
EK,Livestock Patterns,106,Italy,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),11500,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7213,Livestock units per agricultural land area,946,Buffaloes,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7211,Share in total livestock,946,Buffaloes,2003,2003,% of total LSU,1.25,Fc,Calculated data
EK,Livestock Patterns,106,Italy,5118,Stocks,946,Buffaloes,2003,2003,Livestock units (LSU),129500,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.39,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,56.32,Fc,Calculated data
EK,Livestock Patterns,106,Italy,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),5854232.7,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.07,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,9.62,Fc,Calculated data
EK,Livestock Patterns,106,Italy,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),1000000,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,0.95,Fc,Calculated data
EK,Livestock Patterns,106,Italy,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),98800,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,1.81,Fc,Calculated data
EK,Livestock Patterns,106,Italy,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),188500,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,0.06,Fc,Calculated data
EK,Livestock Patterns,106,Italy,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),6000,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.15,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,22.05,Fc,Calculated data
EK,Livestock Patterns,106,Italy,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),2291500,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0.05,Fc,Calculated data
EK,Livestock Patterns,106,Italy,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,7.83,Fc,Calculated data
EK,Livestock Patterns,106,Italy,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),813800,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7213,Livestock units per agricultural land area,1107,Asses,2003,2003,LSU/ha,0.02,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7211,Share in total livestock,1107,Asses,2003,2003,% of total LSU,2.39,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,5118,Stocks,1107,Asses,2003,2003,Livestock units (LSU),11500,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.54,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,53.61,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),258000,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.26,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,25.98,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),125000,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0.09,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,9.14,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),44000,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.54,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),2600,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7213,Livestock units per agricultural land area,1110,Mules,2003,2003,LSU/ha,0.01,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7211,Share in total livestock,1110,Mules,2003,2003,% of total LSU,1.25,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,5118,Stocks,1110,Mules,2003,2003,Livestock units (LSU),6000,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.07,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7211,Share in total livestock,1034,Pigs,2003,2003,% of total LSU,7.07,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,5118,Stocks,1034,Pigs,2003,2003,Livestock units (LSU),34000,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7213,Livestock units per agricultural land area,976,Sheep,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,7211,Share in total livestock,976,Sheep,2003,2003,% of total LSU,0.02,Fc,Calculated data
EK,Livestock Patterns,109,Jamaica,5118,Stocks,976,Sheep,2003,2003,Livestock units (LSU),110,Fc,Calculated data
EK,Livestock Patterns,110,Japan,7213,Livestock units per agricultural land area,866,Cattle,2003,2003,LSU/ha,0.86,Fc,Calculated data
EK,Livestock Patterns,110,Japan,7211,Share in total livestock,866,Cattle,2003,2003,% of total LSU,43.49,Fc,Calculated data
EK,Livestock Patterns,110,Japan,5118,Stocks,866,Cattle,2003,2003,Livestock units (LSU),4071600,Fc,Calculated data
EK,Livestock Patterns,110,Japan,7213,Livestock units per agricultural land area,1057,Chickens,2003,2003,LSU/ha,0.6,Fc,Calculated data
EK,Livestock Patterns,110,Japan,7211,Share in total livestock,1057,Chickens,2003,2003,% of total LSU,30.33,Fc,Calculated data
EK,Livestock Patterns,110,Japan,5118,Stocks,1057,Chickens,2003,2003,Livestock units (LSU),2839420,Fc,Calculated data
EK,Livestock Patterns,110,Japan,7213,Livestock units per agricultural land area,1016,Goats,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,110,Japan,7211,Share in total livestock,1016,Goats,2003,2003,% of total LSU,0.02,Fc,Calculated data
EK,Livestock Patterns,110,Japan,5118,Stocks,1016,Goats,2003,2003,Livestock units (LSU),2200,Fc,Calculated data
EK,Livestock Patterns,110,Japan,7213,Livestock units per agricultural land area,1096,Horses,2003,2003,LSU/ha,0,Fc,Calculated data
EK,Livestock Patterns,110,Japan,7211,Share in total livestock,1096,Horses,2003,2003,% of total LSU,0.17,Fc,Calculated data
EK,Livestock Patterns,110,Japan,5118,Stocks,1096,Horses,2003,2003,Livestock units (LSU),16250,Fc,Calculated data
EK,Livestock Patterns,110,Japan,7213,Livestock units per agricultural land area,1034,Pigs,2003,2003,LSU/ha,0.51,Fc,Calculated data
