Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
CO2 emissions (kt),EN.ATM.CO2E.KT,Burundi,BDI,209.019,271.358,212.686,242.022,282.359,289.693,440.04,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cabo Verde,CPV,95.342,216.353,557.384,616.056,506.046,498.712,491.378,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cambodia,KHM,1261.448,1976.513,5012.789,5207.14,5456.496,5603.176,6684.941,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cameroon,CMR,1734.491,3432.312,6780.283,5768.191,6127.557,6772.949,7003.97,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Canada,CAN,435181.225,534380.909,534670.602,537112.824,517457.704,517160.677,537193.498,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cayman Islands,CYM,249.356,465.709,557.384,586.72,535.382,535.382,542.716,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Central African Republic,CAF,198.018,267.691,264.024,278.692,293.36,297.027,300.694,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Chad,TCD,143.013,176.016,517.047,539.049,612.389,700.397,729.733,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Chile,CHL,33314.695,58815.013,72250.901,79243.87,80974.694,83226.232,82562.505,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,China,CHN,2442431.019,3405179.867,8776040.416,9733538.12,10028573.94,10258007.13,10291926.88,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Colombia,COL,57337.212,57923.932,76174.591,76530.29,79951.601,89625.147,84091.644,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Comoros,COM,62.339,102.676,161.348,135.679,143.013,176.016,154.014,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Congo, Dem. Rep.",COD,4070.37,814.074,2020.517,2493.56,2401.885,3589.993,4671.758,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Congo, Rep.",COG,1188.108,1048.762,1980.18,2258.872,2970.27,3087.614,3094.948,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Costa Rica,CRI,2955.602,5474.831,7568.688,7741.037,7766.706,7598.024,7759.372,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cote d'Ivoire,CIV,5034.791,6791.284,6967.3,7249.659,9295.845,10685.638,11045.004,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Croatia,HRV,..,19339.758,20172.167,19809.134,17993.969,17550.262,16842.531,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cuba,CUB,33344.031,26083.371,38375.155,35987.938,36156.62,34799.83,34836.5,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Curacao,CUW,..,..,..,..,5999.212,5214.474,5881.868,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Cyprus,CYP,4374.731,6930.63,7708.034,7425.675,6919.629,5947.874,6061.551,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Czech Republic,CZE,..,123849.258,111579.476,106907.718,101029.517,98675.303,96475.103,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Denmark,DNK,50230.566,51330.666,46640.573,40645.028,36427.978,38532.836,33498.045,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Djibouti,DJI,322.696,341.031,517.047,473.043,517.047,608.722,722.399,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Dominica,DMA,58.672,102.676,139.346,128.345,135.679,132.012,135.679,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Dominican Republic,DOM,9229.839,19790.799,21022.911,21228.263,22123.011,21440.949,21539.958,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ecuador,ECU,16827.863,20718.55,36460.981,38609.843,38140.467,40997.06,43919.659,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Egypt, Arab Rep.",EGY,75943.57,141326.18,202715.427,217163.407,217068.065,213412.066,201894.019,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,El Salvador,SLV,2511.895,5742.522,6457.587,6648.271,6662.939,6230.233,6285.238,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Equatorial Guinea,GNQ,66.006,454.708,4679.092,6127.557,5115.465,5163.136,5346.486,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Eritrea,ERI,..,608.722,513.38,594.054,660.06,667.394,696.73,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Estonia,EST,..,14858.684,18107.646,18606.358,17623.602,19893.475,19519.441,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Eswatini,SWZ,425.372,1188.108,1037.761,1048.762,1206.443,1089.099,1202.776,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ethiopia,ETH,3017.941,3549.656,6585.932,7726.369,8562.445,10634.3,11598.721,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Faroe Islands,FRO,711.398,689.396,630.724,568.385,590.387,678.395,597.721,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Fiji,FJI,814.074,843.41,1221.111,1089.099,1059.763,1151.438,1169.773,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Finland,FIN,51745.037,52427.099,62082.31,56816.498,49134.133,47219.959,47300.633,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,France,FRA,375691.484,362226.26,353033.091,331804.828,333227.624,334096.703,303275.568,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,French Polynesia,PYF,436.373,568.385,858.078,832.409,814.074,821.408,803.073,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Gabon,GAB,4499.409,4693.76,4811.104,4972.452,5104.464,5280.48,5192.472,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Gambia, The",GMB,176.016,245.689,432.706,447.374,454.708,432.706,513.38,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Georgia,GEO,..,4536.079,6314.574,7972.058,8441.434,7858.381,8987.817,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Germany,DEU,..,829977.779,758859.981,732497.918,739861.254,757312.507,719883.438,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ghana,GHA,3817.347,6288.905,9955.905,9831.227,11877.413,14620.329,14466.315,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Gibraltar,GIB,143.013,333.697,465.709,451.041,462.042,491.378,528.048,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Greece,GRC,74278.752,91616.328,83856.956,79841.591,80043.276,69482.316,67318.786,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Greenland,GRL,553.717,531.715,663.727,707.731,568.385,553.717,506.046,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Grenada,GRD,106.343,190.684,260.357,253.023,271.358,304.361,242.022,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guatemala,GTM,5086.129,9915.568,11664.727,11837.076,11972.755,13633.906,18327.666,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guinea,GIN,1004.758,1642.816,2603.57,2779.586,2581.568,2299.209,2449.556,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guinea-Bissau,GNB,172.349,146.68,238.355,245.689,253.023,256.69,271.358,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Guyana,GUY,1133.103,1609.813,1719.823,1782.162,1994.848,1936.176,2009.516,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Haiti,HTI,993.757,1367.791,2126.86,2218.535,2313.877,2405.552,2860.26,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Honduras,HND,2592.569,5031.124,7975.725,8954.814,8984.15,9064.824,9471.861,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Hong Kong SAR, China",HKG,27333.818,40439.676,40678.031,43794.981,43424.614,45005.091,46222.535,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Hungary,HUN,69647.331,55826.408,50223.232,47843.349,44583.386,42141.164,42086.159,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Iceland,ISL,1998.515,2163.53,1961.845,1881.171,1800.497,1899.506,1983.847,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,India,IND,619154.615,1031853.463,1719690.988,1841776.419,2018503.817,2034752.294,2238377.137,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Indonesia,IDN,149565.929,263418.945,428760.308,603665.207,637078.911,490226.562,464176.194,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Iran, Islamic Rep.",IRN,210463.798,372237.17,573031.089,589055.879,611758.276,619778.005,649480.705,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Iraq,IRQ,47693.002,72445.252,112195.532,134384.549,152723.216,165506.378,168443.645,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ireland,IRL,31217.171,41228.081,40054.641,35632.239,35591.902,34854.835,34066.43,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Israel,ISR,36295.966,60259.811,68880.928,69130.284,75529.199,67069.43,64601.539,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Italy,ITA,417550.289,450564.29,405361.181,397994.178,369468.585,345317.723,320411.459,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Jamaica,JAM,7532.018,10307.937,7297.33,7858.381,7462.345,8093.069,7422.008,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Japan,JPN,1096179.977,1220527.947,1171624.835,1191074.603,1230168.49,1246515.976,1214048.358,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Jordan,JOR,10403.279,15507.743,21180.592,21668.303,24444.222,24389.217,26450.071,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kazakhstan,KAZ,..,118099.402,248549.26,259058.882,242971.753,262846.893,248314.572,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kenya,KEN,5823.196,10417.947,12174.44,13457.89,12515.471,13333.212,14286.632,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kiribati,KIR,22.002,29.336,62.339,62.339,62.339,62.339,62.339,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Korea, Dem. People’s Rep.",PRK,..,69661.999,66453.374,48034.033,49057.126,36009.94,40527.684,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Korea, Rep.",KOR,246943.114,447561.017,566716.515,589400.577,583966.083,592499.192,587156.373,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kuwait,KWT,51000.636,53560.202,89625.147,91029.608,102334.969,98345.273,95408.006,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Kyrgyz Republic,KGZ,..,4635.088,6384.247,7656.696,10131.921,9842.228,9607.54,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lao PDR,LAO,212.686,938.752,1639.149,1624.481,1697.821,1576.81,1954.511,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Latvia,LVA,..,6351.244,8074.734,7293.663,7062.642,7080.977,6974.634,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lebanon,LBN,8214.08,15247.386,20047.489,20443.525,22632.724,22581.386,24070.188,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lesotho,LSO,1474.134,1851.835,2277.207,2332.212,2405.552,2434.888,2467.891,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Liberia,LBR,473.043,421.705,792.072,891.081,1026.76,957.087,935.085,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Libya,LBY,36780.01,47113.616,61961.299,39702.609,52683.789,56266.448,56996.181,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Liechtenstein,LIE,..,..,55.005,47.671,47.671,51.338,44.004,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Lithuania,LTU,..,12163.439,13468.891,13787.92,13831.924,12640.149,12838.167,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Luxembourg,LUX,10003.576,8239.749,10967.997,10938.661,10663.636,10051.247,9658.878,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Macao SAR, China",MAC,1034.094,1631.815,1408.128,1448.465,1312.786,1180.774,1283.45,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Madagascar,MDG,949.753,1873.837,1958.178,2339.546,2706.246,3116.95,3076.613,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Malawi,MWI,748.068,869.079,1144.104,1180.774,1096.433,1224.778,1276.116,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Malaysia,MYS,56592.811,125734.096,218476.193,220405.035,218707.214,236510.499,242821.406,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Maldives,MDV,172.349,451.041,935.085,986.423,1111.101,1092.766,1334.788,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mali,MLI,421.705,821.408,964.421,1045.095,993.757,1026.76,1411.795,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Malta,MLT,2159.863,2064.521,2559.566,2541.231,2680.577,2339.546,2346.88,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Marshall Islands,MHL,47.671,77.007,102.676,102.676,102.676,102.676,102.676,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mauritania,MRT,905.749,1173.44,2236.87,2394.551,2654.908,2669.576,2709.913,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mauritius,MUS,1463.133,2691.578,3916.356,3920.023,3967.694,4070.37,4228.051,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mexico,MEX,318427.612,398382.88,464308.206,484429.035,496324.783,490340.239,480270.657,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,"Micronesia, Fed. Sts.",FSM,..,124.678,113.677,121.011,135.679,143.013,150.347,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Moldova,MDA,..,3512.986,4932.115,5038.458,4924.781,4998.121,4932.115,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mongolia,MNG,9988.908,7506.349,13820.923,21499.621,26226.384,38752.856,20839.561,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Montenegro,MNE,..,..,2581.568,2570.567,2335.879,2247.871,2211.201,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Morocco,MAR,23542.14,33905.082,55958.42,57685.577,62731.369,59082.704,59863.775,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Mozambique,MOZ,1023.093,1349.456,2735.582,3223.293,3120.617,4019.032,8426.766,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Myanmar,MMR,4275.722,10087.917,12515.471,14297.633,11070.673,12860.169,21631.633,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Namibia,NAM,40.337,1642.816,3102.282,2830.924,3384.641,2629.239,3755.008,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Nauru,NRU,124.678,84.341,44.004,40.337,40.337,44.004,47.671,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Nepal,NPL,634.391,3069.279,5056.793,5533.503,5856.199,6637.27,8030.73,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Netherlands,NLD,158403.399,173504.105,183052.973,174167.832,170310.148,173254.749,167303.208,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,New Caledonia,NCL,1584.144,2233.203,3542.322,3648.665,3630.33,4242.719,4290.39,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,New Zealand,NZL,23545.807,32980.998,31781.889,31503.197,34150.771,33457.708,34664.151,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Nicaragua,NIC,2548.565,3762.342,4536.079,4880.777,4620.42,4550.747,4862.442,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Niger,NER,733.4,696.73,1173.44,1327.454,1866.503,1939.843,2126.86,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Nigeria,NGA,39196.563,76057.247,91517.319,95694.032,98502.954,98136.254,96280.752,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,North Macedonia,MKD,..,12064.43,8602.782,9398.521,8965.815,7847.38,7510.016,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Norway,NOR,31510.531,39673.273,60105.797,45195.775,49889.535,58162.287,47626.996,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Oman,OMN,11386.035,21895.657,47417.977,54029.578,59159.711,61378.246,61169.227,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Pakistan,PAK,68565.566,106449.343,161395.671,161956.722,163496.862,164325.604,166298.45,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Palau,PLW,234.688,249.356,253.023,253.023,253.023,256.69,260.357,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Panama,PAN,2768.585,5790.193,9163.833,10098.918,10113.586,10718.641,8800.8,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Papua New Guinea,PNG,2141.528,2665.909,4763.433,5328.151,5078.795,6186.229,6318.241,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Paraguay,PRY,2163.53,3689.002,5097.13,5320.817,5284.147,5434.494,5702.185,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Peru,PER,21070.582,30296.754,57593.902,49632.845,55071.006,57153.862,61744.946,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Philippines,PHL,41763.463,73306.997,84869.048,85496.105,91205.624,98128.92,105653.604,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Poland,POL,368423.49,299289.539,316264.082,316997.482,299931.264,302278.144,285739.974,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Portugal,PRT,42320.847,62731.369,48136.709,47623.329,46013.516,45426.796,45052.762,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Qatar,QAT,11774.737,34730.157,72507.591,80435.645,94124.556,85023.062,107853.804,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Romania,ROU,174087.158,90681.243,79412.552,84880.049,81722.762,70945.449,70003.03,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Russian Federation,RUS,..,1557899.281,1670531.186,1763405.295,1830830.424,1778561.006,1705345.684,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Rwanda,RWA,542.716,528.048,590.387,663.727,737.067,803.073,839.743,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Samoa,WSM,102.676,143.013,187.017,201.685,198.018,198.018,198.018,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sao Tome and Principe,STP,47.671,47.671,99.009,102.676,113.677,113.677,113.677,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Saudi Arabia,SAU,185803.223,296935.325,518491.798,499878.106,564842.678,541047.515,601046.969,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Senegal,SEN,3182.956,3938.358,7744.704,8368.094,7913.386,8423.099,8855.805,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Serbia,SRB,..,..,45954.844,49218.474,44062.672,44884.08,37667.424,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Seychelles,SYC,150.347,572.052,443.707,341.031,440.04,403.37,495.045,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sierra Leone,SLE,487.711,425.372,726.066,898.415,1030.427,1191.775,1309.119,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Singapore,SGP,44495.378,49005.788,55643.058,45221.444,36372.973,55676.061,56372.791,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sint Maarten (Dutch part),SXM,..,..,..,..,696.73,715.065,733.4,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Slovak Republic,SVK,..,35885.262,36240.961,34524.805,32764.645,33091.008,30678.122,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Slovenia,SVN,..,14396.642,15335.394,15089.705,14781.677,14150.953,12812.498,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Solomon Islands,SLB,146.68,150.347,198.018,198.018,198.018,201.685,201.685,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Somalia,SOM,733.4,480.377,612.389,605.055,608.722,608.722,608.722,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,South Africa,ZAF,313304.813,378665.421,474099.096,470582.443,468770.945,466376.394,489771.854,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,South Sudan,SSD,..,..,..,..,1331.121,1448.465,1496.136,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Spain,ESP,218597.204,294434.431,270910.626,270547.593,264779.402,237034.88,233976.602,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sri Lanka,LKA,3868.685,10238.264,13263.539,15137.376,16032.124,15489.408,18393.672,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Kitts and Nevis,KNA,106.343,172.349,220.02,231.021,220.02,223.687,231.021,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Lucia,LCA,161.348,330.03,403.37,407.037,407.037,407.037,407.037,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,St. Vincent and the Grenadines,VCT,80.674,146.68,220.02,198.018,253.023,209.019,209.019,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sudan,SDN,5221.808,5533.503,15940.449,15658.09,14642.331,15474.74,15364.73,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Suriname,SUR,1771.161,2196.533,2401.885,1969.179,2258.872,1917.841,1991.181,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Sweden,SWE,51946.722,49350.486,52023.729,51734.036,47047.61,44847.41,43420.947,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Switzerland,CHE,42610.54,39049.883,38994.878,36967.027,37773.767,40226.99,35305.876,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Syrian Arab Republic,SYR,37359.396,51040.973,61605.6,56908.173,44730.066,36438.979,30703.791,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tajikistan,TJK,..,2236.87,2544.898,2350.547,2933.6,3479.983,5188.805,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tanzania,TZA,2266.206,2651.241,7106.646,8093.069,9545.201,11177.016,11562.051,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Thailand,THA,90805.921,181270.811,281926.294,278317.966,296597.961,300088.945,316212.744,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Timor-Leste,TLS,..,..,234.688,245.689,293.36,440.04,469.376,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Togo,TGO,773.737,1360.457,2640.24,2464.224,2486.226,2658.575,2621.905,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tonga,TON,77.007,95.342,117.344,102.676,106.343,113.677,121.011,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Trinidad and Tobago,TTO,17025.881,23839.167,47935.024,46933.933,45419.462,46541.564,46273.873,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tunisia,TUN,13267.206,19922.811,27660.181,26021.032,27003.788,27667.515,28829.954,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Turkey,TUR,145858.592,216151.315,298002.422,320840.498,329560.624,324771.522,345981.45,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Turkmenistan,TKM,..,37539.079,57289.541,62467.345,64872.897,66735.733,68422.553,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Turks and Caicos Islands,TCA,29.336,69.673,190.684,190.684,198.018,198.018,205.352,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Tuvalu,TUV,7.334,7.334,7.334,7.334,11.001,11.001,11.001,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Uganda,UGA,759.069,1430.13,3920.023,4264.721,4070.37,4869.776,5229.142,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Ukraine,UKR,..,320902.837,304643.359,286392.7,295791.221,271875.047,227298.995,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,United Arab Emirates,ARE,52009.061,112562.232,160812.618,165440.372,176386.367,170706.184,211369.547,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,United Kingdom,GBR,555924.534,541784.582,493207.833,447828.708,468572.927,458250.322,419820.162,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,United States,USA,4823403.118,5693684.894,5395532.125,5289680.503,5119436.361,5159160.972,5254279.285,..,..,..,..,..
CO2 emissions (kt),EN.ATM.CO2E.KT,Uruguay,URY,3993.363,5306.149,6387.914,7763.039,8694.457,7587.023,6747.28,..,..,..,..,..
